phi,Ridge,Jet
-0.03,0.0102027,0
-0.025,0.0103107,0
-0.02,0.0104014,0
-0.015,0.0104734,0
-0.01,0.0105258,0
-0.005,0.0105575,0
8.20524e-16,-nan,0
0.005,0.0105575,0
0.01,0.0105258,0
0.015,0.0104734,0
0.02,0.0104014,0
0.025,0.0103107,0
0.03,0.0102027,0
0.035,0.0100789,0
0.04,0.00994089,0
0.045,0.00979042,0
0.05,0.00962918,0
0.055,0.00945884,0
0.06,0.00928102,0
0.065,0.00909724,0
0.07,0.00890892,0
0.075,0.00871736,0
0.08,0.00852373,0
0.085,0.00832908,0
0.09,0.00813433,0
0.095,0.00794027,0
0.1,0.00774761,0
0.105,0.00755691,0
0.11,0.00736869,0
0.115,0.00718333,0
0.12,0.00700119,0
0.125,0.00682252,0
0.13,0.00664752,0
0.135,0.00647636,0
0.14,0.00630915,0
0.145,0.00614596,0
0.15,0.00598684,0
0.155,0.00583179,0
0.16,0.00568082,0
0.165,0.0055339,0
0.17,0.00539098,0
0.175,0.00525201,0
0.18,0.00511693,0
0.185,0.00498566,0
0.19,0.00485812,0
0.195,0.00473423,0
0.2,0.0046139,0
0.205,0.00449703,0
0.21,0.00438354,0
0.215,0.00427334,0
0.22,0.00416633,0
0.225,0.00406241,0
0.23,0.0039615,0
0.235,0.0038635,0
0.24,0.00376834,0
0.245,0.00367591,0
0.25,0.00358613,0
0.255,0.00349893,0
0.26,0.00341421,0
0.265,0.0033319,0
0.27,0.00325193,0
0.275,0.00317421,0
0.28,0.00309868,0
0.285,0.00302527,0
0.29,0.00295391,0
0.295,0.00288453,0
0.3,0.00281706,0
0.305,0.00275146,0
0.31,0.00268766,0
0.315,0.00262559,0
0.32,0.00256522,0
0.325,0.00250647,0
0.33,0.00244931,0
0.335,0.00239368,0
0.34,0.00233954,0
0.345,0.00228683,0
0.35,0.00223552,0
0.355,0.00218556,0
0.36,0.0021369,0
0.365,0.00208952,0
0.37,0.00204336,0
0.375,0.0019984,0
0.38,0.00195459,0
0.385,0.00191191,0
0.39,0.00187031,0
0.395,0.00182977,0
0.4,0.00179026,0
0.405,0.00175174,0
0.41,0.00171418,0
0.415,0.00167756,0
0.42,0.00164185,0
0.425,0.00160702,0
0.43,0.00157305,0
0.435,0.00153992,0
0.44,0.00150759,0
0.445,0.00147605,0
0.45,0.00144528,0
0.455,0.00141524,0
0.46,0.00138593,0
0.465,0.00135732,0
0.47,0.0013294,0
0.475,0.00130213,0
0.48,0.00127551,0
0.485,0.00124952,0
0.49,0.00122414,0
0.495,0.00119936,0
0.5,0.00117515,0
0.505,0.0011515,0
0.51,0.0011284,0
0.515,0.00110583,0
0.52,0.00108379,0
0.525,0.00106224,0
0.53,0.00104119,0
0.535,0.00102062,0
0.54,0.00100051,0
0.545,0.000980861,0
0.55,0.000961651,0
0.555,0.000942872,0
0.56,0.000924513,0
0.565,0.000906564,0
0.57,0.000889013,0
0.575,0.00087185,0
0.58,0.000855067,0
0.585,0.000838652,0
0.59,0.000822598,0
0.595,0.000806895,0
0.6,0.000791534,0
0.605,0.000776507,0
0.61,0.000761806,0
0.615,0.000747422,0
0.62,0.000733348,0
0.625,0.000719576,0
0.63,0.000706099,0
0.635,0.00069291,0
0.64,0.000680001,0
0.645,0.000667367,0
0.65,0.000654999,0
0.655,0.000642893,0
0.66,0.000631042,0
0.665,0.000619439,0
0.67,0.00060808,0
0.675,0.000596957,0
0.68,0.000586066,0
0.685,0.000575401,0
0.69,0.000564957,0
0.695,0.000554728,0
0.7,0.00054471,0
0.705,0.000534898,0
0.71,0.000525287,0
0.715,0.000515872,0
0.72,0.00050665,0
0.725,0.000497614,0
0.73,0.000488762,0
0.735,0.000480089,0
0.74,0.000471591,0
0.745,0.000463264,0
0.75,0.000455104,0
0.755,0.000447107,0
0.76,0.00043927,0
0.765,0.00043159,0
0.77,0.000424062,0
0.775,0.000416683,0
0.78,0.00040945,0
0.785,0.00040236,0
0.79,0.00039541,0
0.795,0.000388596,0
0.8,0.000381915,0
0.805,0.000375366,0
0.81,0.000368944,0
0.815,0.000362647,0
0.82,0.000356472,0
0.825,0.000350417,0
0.83,0.000344479,0
0.835,0.000338655,0
0.84,0.000332943,0
0.845,0.000327341,0
0.85,0.000321847,0
0.855,0.000316457,0
0.86,0.00031117,0
0.865,0.000305984,0
0.87,0.000300896,0
0.875,0.000295905,0
0.88,0.000291008,0
0.885,0.000286203,0
0.89,0.000281489,0
0.895,0.000276863,0
0.9,0.000272324,0
0.905,0.00026787,0
0.91,0.000263499,0
0.915,0.000259209,0
0.92,0.000254999,0
0.925,0.000250867,0
0.93,0.000246812,0
0.935,0.000242831,0
0.94,0.000238924,0
0.945,0.000235088,0
0.95,0.000231323,0
0.955,0.000227627,0
0.96,0.000223999,0
0.965,0.000220437,0
0.97,0.000216939,0
0.975,0.000213505,0
0.98,0.000210133,0
0.985,0.000206823,0
0.99,0.000203572,0
0.995,0.00020038,0
