phi,dN/dphi
0.015,0.0257852
0.02,0.0257651
0.025,0.0257394
0.03,0.0257082
0.035,0.0256716
0.04,0.0256297
0.045,0.0255828
0.05,0.0255309
0.055,0.0254741
0.06,0.0254128
0.065,0.025347
0.07,0.0252769
0.075,0.0252026
0.08,0.0251244
0.085,0.0250425
0.09,0.0249569
0.095,0.0248678
0.1,0.0247754
0.105,0.0246799
0.11,0.0245813
0.115,0.0244799
0.12,0.0243758
0.125,0.024269
0.13,0.0241598
0.135,0.0240482
0.14,0.0239344
0.145,0.0238185
0.15,0.0237006
0.155,0.0235808
0.16,0.0234592
0.165,0.0233358
0.17,0.0232109
0.175,0.0230845
0.18,0.0229566
0.185,0.0228274
0.19,0.022697
0.195,0.0225654
0.2,0.0224326
0.205,0.0222989
0.21,0.0221642
0.215,0.0220286
0.22,0.0218921
0.225,0.021755
0.23,0.0216171
0.235,0.0214786
0.24,0.0213395
0.245,0.0211998
0.25,0.0210597
0.255,0.0209192
0.26,0.0207783
0.265,0.0206371
0.27,0.0204956
0.275,0.0203538
0.28,0.0202119
0.285,0.0200698
0.29,0.0199276
0.295,0.0197854
0.3,0.0196431
0.305,0.0195008
0.31,0.0193586
0.315,0.0192164
0.32,0.0190743
0.325,0.0189324
0.33,0.0187906
0.335,0.0186491
0.34,0.0185077
0.345,0.0183666
0.35,0.0182258
0.355,0.0180853
0.36,0.0179451
0.365,0.0178053
0.37,0.0176658
0.375,0.0175268
0.38,0.0173881
0.385,0.0172499
0.39,0.0171122
0.395,0.0169749
0.4,0.0168381
0.405,0.0167018
0.41,0.0165661
0.415,0.0164309
0.42,0.0162963
0.425,0.0161622
0.43,0.0160287
0.435,0.0158958
0.44,0.0157635
0.445,0.0156319
0.45,0.0155009
0.455,0.0153705
0.46,0.0152408
0.465,0.0151118
0.47,0.0149835
0.475,0.0148558
0.48,0.0147288
0.485,0.0146026
0.49,0.014477
0.495,0.0143522
0.5,0.0142281
0.505,0.0141047
0.51,0.0139821
0.515,0.0138602
0.52,0.0137391
0.525,0.0136187
0.53,0.0134991
0.535,0.0133803
0.54,0.0132622
0.545,0.0131449
0.55,0.0130284
0.555,0.0129127
0.56,0.0127977
0.565,0.0126836
0.57,0.0125702
0.575,0.0124576
0.58,0.0123458
0.585,0.0122349
0.59,0.0121247
0.595,0.0120153
0.6,0.0119067
0.605,0.0117989
0.61,0.0116919
0.615,0.0115856
0.62,0.0114802
0.625,0.0113756
0.63,0.0112718
0.635,0.0111688
0.64,0.0110666
0.645,0.0109652
0.65,0.0108646
0.655,0.0107648
0.66,0.0106657
0.665,0.0105675
0.67,0.01047
0.675,0.0103734
0.68,0.0102775
0.685,0.0101824
0.69,0.0100881
0.695,0.00999458
0.7,0.00990183
0.705,0.00980985
0.71,0.00971864
0.715,0.0096282
0.72,0.00953853
0.725,0.00944962
0.73,0.00936148
0.735,0.00927408
0.74,0.00918745
0.745,0.00910156
0.75,0.00901642
0.755,0.00893202
0.76,0.00884836
0.765,0.00876544
0.77,0.00868325
0.775,0.00860179
0.78,0.00852105
0.785,0.00844104
0.79,0.00836174
0.795,0.00828315
0.8,0.00820527
0.805,0.0081281
0.81,0.00805163
0.815,0.00797586
0.82,0.00790077
0.825,0.00782638
0.83,0.00775267
0.835,0.00767964
0.84,0.00760728
0.845,0.0075356
0.85,0.00746458
0.855,0.00739422
0.86,0.00732452
0.865,0.00725548
0.87,0.00718708
0.875,0.00711933
0.88,0.00705221
0.885,0.00698573
0.89,0.00691988
0.895,0.00685466
0.9,0.00679006
0.905,0.00672607
0.91,0.0066627
0.915,0.00659993
0.92,0.00653777
0.925,0.00647621
0.93,0.00641524
0.935,0.00635486
0.94,0.00629506
0.945,0.00623584
0.95,0.0061772
0.955,0.00611913
0.96,0.00606163
0.965,0.00600468
0.97,0.0059483
0.975,0.00589246
0.98,0.00583718
0.985,0.00578244
0.99,0.00572823
0.995,0.00567456
