phi,dN/dphi
-0.405,0.0084105
-0.4,0.00843498
-0.395,0.00845927
-0.39,0.00848336
-0.385,0.00850724
-0.38,0.00853092
-0.375,0.00855439
-0.37,0.00857765
-0.365,0.00860069
-0.36,0.00862352
-0.355,0.00864611
-0.35,0.00866849
-0.345,0.00869063
-0.34,0.00871254
-0.335,0.00873421
-0.33,0.00875565
-0.325,0.00877684
-0.32,0.00879778
-0.315,0.00881848
-0.31,0.00883892
-0.305,0.00885911
-0.3,0.00887904
-0.295,0.00889871
-0.29,0.00891811
-0.285,0.00893724
-0.28,0.00895611
-0.275,0.0089747
-0.27,0.00899301
-0.265,0.00901104
-0.26,0.00902879
-0.255,0.00904625
-0.25,0.00906343
-0.245,0.00908031
-0.24,0.00909691
-0.235,0.0091132
-0.23,0.00912919
-0.225,0.00914489
-0.22,0.00916027
-0.215,0.00917535
-0.21,0.00919012
-0.205,0.00920458
-0.2,0.00921873
-0.195,0.00923255
-0.19,0.00924606
-0.185,0.00925925
-0.18,0.00927211
-0.175,0.00928465
-0.17,0.00929686
-0.165,0.00930873
-0.16,0.00932028
-0.155,0.00933149
-0.15,0.00934237
-0.145,0.00935291
-0.14,0.0093631
-0.135,0.00937296
-0.13,0.00938247
-0.125,0.00939164
-0.12,0.00940046
-0.115,0.00940894
-0.11,0.00941706
-0.105,0.00942483
-0.1,0.00943225
-0.095,0.00943932
-0.09,0.00944603
-0.085,0.00945239
-0.08,0.00945839
-0.075,0.00946403
-0.07,0.00946931
-0.065,0.00947423
-0.06,0.00947879
-0.055,0.00948299
-0.05,0.00948683
-0.045,0.0094903
-0.04,0.00949341
-0.035,0.00949615
-0.03,0.00949853
-0.025,0.00950055
-0.02,0.0095022
-0.015,0.00950348
-0.01,0.00950439
-0.005,0.00950494
-2.95423e-15,0.00950513
0.005,0.00950494
0.01,0.00950439
0.015,0.00950348
0.02,0.0095022
0.025,0.00950055
0.03,0.00949853
0.035,0.00949615
0.04,0.00949341
0.045,0.0094903
0.05,0.00948683
0.055,0.00948299
0.06,0.00947879
0.065,0.00947423
0.07,0.00946931
0.075,0.00946403
0.08,0.00945839
0.085,0.00945239
0.09,0.00944603
0.095,0.00943932
0.1,0.00943225
0.105,0.00942483
0.11,0.00941706
0.115,0.00940894
0.12,0.00940046
0.125,0.00939164
0.13,0.00938247
0.135,0.00937296
0.14,0.0093631
0.145,0.00935291
0.15,0.00934237
0.155,0.00933149
0.16,0.00932028
0.165,0.00930873
0.17,0.00929686
0.175,0.00928465
0.18,0.00927211
0.185,0.00925925
0.19,0.00924606
0.195,0.00923255
0.2,0.00921873
0.205,0.00920458
0.21,0.00919012
0.215,0.00917535
0.22,0.00916027
0.225,0.00914489
0.23,0.00912919
0.235,0.0091132
0.24,0.00909691
0.245,0.00908031
0.25,0.00906343
0.255,0.00904625
0.26,0.00902879
0.265,0.00901104
0.27,0.00899301
0.275,0.0089747
0.28,0.00895611
0.285,0.00893724
0.29,0.00891811
0.295,0.00889871
0.3,0.00887904
0.305,0.00885911
0.31,0.00883892
0.315,0.00881848
0.32,0.00879778
0.325,0.00877684
0.33,0.00875565
0.335,0.00873421
0.34,0.00871254
0.345,0.00869063
0.35,0.00866849
0.355,0.00864611
0.36,0.00862352
0.365,0.00860069
0.37,0.00857765
0.375,0.00855439
0.38,0.00853092
0.385,0.00850724
0.39,0.00848336
0.395,0.00845927
0.4,0.00843498
0.405,0.0084105
0.41,0.00838582
0.415,0.00836095
0.42,0.0083359
0.425,0.00831067
0.43,0.00828526
0.435,0.00825967
0.44,0.00823391
0.445,0.00820799
0.45,0.0081819
0.455,0.00815564
0.46,0.00812923
0.465,0.00810267
0.47,0.00807595
0.475,0.00804909
0.48,0.00802209
0.485,0.00799494
0.49,0.00796766
0.495,0.00794024
0.5,0.00791269
0.505,0.00788502
0.51,0.00785722
0.515,0.0078293
0.52,0.00780127
0.525,0.00777312
0.53,0.00774487
0.535,0.0077165
0.54,0.00768804
0.545,0.00765947
0.55,0.00763081
0.555,0.00760205
0.56,0.00757321
0.565,0.00754427
0.57,0.00751526
0.575,0.00748616
0.58,0.00745699
0.585,0.00742774
0.59,0.00739842
0.595,0.00736904
0.6,0.00733959
0.605,0.00731008
0.61,0.00728051
0.615,0.00725088
0.62,0.00722121
0.625,0.00719148
0.63,0.00716171
0.635,0.00713189
0.64,0.00710204
0.645,0.00707214
0.65,0.00704222
0.655,0.00701226
0.66,0.00698227
0.665,0.00695225
0.67,0.00692222
0.675,0.00689216
0.68,0.00686208
0.685,0.00683199
0.69,0.00680189
0.695,0.00677178
0.7,0.00674166
0.705,0.00671153
0.71,0.0066814
0.715,0.00665128
0.72,0.00662116
0.725,0.00659104
0.73,0.00656093
0.735,0.00653083
0.74,0.00650074
0.745,0.00647067
0.75,0.00644062
0.755,0.00641058
0.76,0.00638057
0.765,0.00635058
0.77,0.00632062
0.775,0.00629069
0.78,0.00626079
0.785,0.00623092
0.79,0.00620109
0.795,0.00617129
0.8,0.00614153
0.805,0.00611181
0.81,0.00608214
0.815,0.00605251
0.82,0.00602293
0.825,0.0059934
0.83,0.00596391
0.835,0.00593448
0.84,0.00590511
0.845,0.00587579
0.85,0.00584652
0.855,0.00581732
0.86,0.00578818
0.865,0.0057591
0.87,0.00573008
0.875,0.00570113
0.88,0.00567225
0.885,0.00564344
0.89,0.0056147
0.895,0.00558603
0.9,0.00555743
0.905,0.00552891
0.91,0.00550046
0.915,0.00547209
0.92,0.0054438
0.925,0.00541559
0.93,0.00538746
0.935,0.00535941
0.94,0.00533145
0.945,0.00530357
0.95,0.00527578
0.955,0.00524808
0.96,0.00522046
0.965,0.00519293
0.97,0.0051655
0.975,0.00513815
0.98,0.0051109
0.985,0.00508374
0.99,0.00505668
0.995,0.00502971
1,0.00500284
1.005,0.00497606
1.01,0.00494938
1.015,0.0049228
1.02,0.00489633
1.025,0.00486995
1.03,0.00484367
1.035,0.00481749
1.04,0.00479142
1.045,0.00476545
1.05,0.00473959
1.055,0.00471383
1.06,0.00468817
1.065,0.00466262
1.07,0.00463718
1.075,0.00461184
1.08,0.00458661
1.085,0.00456149
1.09,0.00453648
1.095,0.00451158
1.1,0.00448678
1.105,0.0044621
1.11,0.00443752
1.115,0.00441306
1.12,0.00438871
1.125,0.00436447
1.13,0.00434034
1.135,0.00431633
1.14,0.00429242
1.145,0.00426863
1.15,0.00424496
1.155,0.00422139
1.16,0.00419794
1.165,0.0041746
1.17,0.00415138
1.175,0.00412827
1.18,0.00410528
