phi,Alice,CMS
-0.3068,0.0233594,0.217215
-0.298933,0.0235178,0.218656
-0.291067,0.0236739,0.220076
-0.2832,0.0238277,0.221475
-0.275333,0.023979,0.222851
-0.267467,0.0241277,0.224204
-0.2596,0.0242736,0.225531
-0.251733,0.0244168,0.226833
-0.243867,0.024557,0.228109
-0.236,0.0246942,0.229356
-0.228133,0.0248283,0.230575
-0.220267,0.024959,0.231764
-0.2124,0.0250864,0.232922
-0.204533,0.0252103,0.234049
-0.196667,0.0253306,0.235142
-0.1888,0.0254471,0.236202
-0.180933,0.0255599,0.237227
-0.173067,0.0256687,0.238217
-0.1652,0.0257735,0.239169
-0.157333,0.0258742,0.240085
-0.149467,0.0259706,0.240961
-0.1416,0.0260628,0.241799
-0.133733,0.0261505,0.242596
-0.125867,0.0262337,0.243353
-0.118,0.0263124,0.244068
-0.110133,0.0263863,0.24474
-0.102267,0.0264555,0.245369
-0.0944,0.0265199,0.245955
-0.0865333,0.0265795,0.246495
-0.0786667,0.026634,0.246991
-0.0708,0.0266836,0.247442
-0.0629333,0.0267281,0.247846
-0.0550667,0.0267674,0.248204
-0.0472,0.0268016,0.248515
-0.0393333,0.0268306,0.248779
-0.0314667,0.0268544,0.248995
-0.0236,0.026873,0.249163
-0.0157333,0.0268862,0.249283
-0.00786667,0.0268942,0.249356
2.49453e-15,0.0268968,0.24938
0.00786667,0.0268942,0.249356
0.0157333,0.0268862,0.249283
0.0236,0.026873,0.249163
0.0314667,0.0268544,0.248995
0.0393333,0.0268306,0.248779
0.0472,0.0268016,0.248515
0.0550667,0.0267674,0.248204
0.0629333,0.0267281,0.247846
0.0708,0.0266836,0.247442
0.0786667,0.026634,0.246991
0.0865333,0.0265795,0.246495
0.0944,0.0265199,0.245955
0.102267,0.0264555,0.245369
0.110133,0.0263863,0.24474
0.118,0.0263124,0.244068
0.125867,0.0262337,0.243353
0.133733,0.0261505,0.242596
0.1416,0.0260628,0.241799
0.149467,0.0259706,0.240961
0.157333,0.0258742,0.240085
0.1652,0.0257735,0.239169
0.173067,0.0256687,0.238217
0.180933,0.0255599,0.237227
0.1888,0.0254471,0.236202
0.196667,0.0253306,0.235142
0.204533,0.0252103,0.234049
0.2124,0.0250864,0.232922
0.220267,0.024959,0.231764
0.228133,0.0248283,0.230575
0.236,0.0246942,0.229356
0.243867,0.024557,0.228109
0.251733,0.0244168,0.226833
0.2596,0.0242736,0.225531
0.267467,0.0241277,0.224204
0.275333,0.023979,0.222851
0.2832,0.0238277,0.221475
0.291067,0.0236739,0.220076
0.298933,0.0235178,0.218656
0.3068,0.0233594,0.217215
0.314667,0.0231989,0.215755
0.322533,0.0230363,0.214276
0.3304,0.0228718,0.212779
0.338267,0.0227055,0.211265
0.346133,0.0225375,0.209736
0.354,0.0223678,0.208192
0.361867,0.0221967,0.206635
0.369733,0.0220242,0.205064
0.3776,0.0218503,0.203482
0.385467,0.0216753,0.201888
0.393333,0.0214991,0.200285
0.4012,0.021322,0.198672
0.409067,0.0211439,0.19705
0.416933,0.020965,0.195421
0.4248,0.0207854,0.193785
0.432667,0.0206051,0.192142
0.440533,0.0204242,0.190495
0.4484,0.0202429,0.188843
0.456267,0.0200612,0.187187
0.464133,0.0198791,0.185528
0.472,0.0196968,0.183867
0.479867,0.0195144,0.182204
0.487733,0.0193318,0.18054
0.4956,0.0191492,0.178875
0.503467,0.0189667,0.177211
0.511333,0.0187843,0.175548
0.5192,0.018602,0.173886
0.527067,0.01842,0.172226
0.534933,0.0182383,0.170569
0.5428,0.018057,0.168914
0.550667,0.0178761,0.167264
0.558533,0.0176957,0.165617
0.5664,0.0175157,0.163975
0.574267,0.0173364,0.162338
0.582133,0.0171577,0.160706
0.59,0.0169796,0.159081
0.597867,0.0168023,0.157461
0.605733,0.0166257,0.155849
0.6136,0.01645,0.154243
0.621467,0.0162751,0.152645
0.629333,0.016101,0.151055
0.6372,0.0159279,0.149473
0.645067,0.0157557,0.147899
0.652933,0.0155846,0.146334
0.6608,0.0154144,0.144778
0.668667,0.0152453,0.143232
0.676533,0.0150773,0.141695
0.6844,0.0149103,0.140168
0.692267,0.0147445,0.138651
0.700133,0.0145799,0.137144
0.708,0.0144164,0.135648
0.715867,0.0142541,0.134162
0.723733,0.014093,0.132687
0.7316,0.0139332,0.131224
0.739467,0.0137746,0.129771
0.747333,0.0136173,0.12833
0.7552,0.0134613,0.1269
0.763067,0.0133066,0.125482
0.770933,0.0131532,0.124076
0.7788,0.0130011,0.122682
0.786667,0.0128504,0.121299
0.794533,0.012701,0.119929
0.8024,0.0125529,0.118571
0.810267,0.0124063,0.117224
0.818133,0.0122609,0.115891
0.826,0.012117,0.114569
0.833867,0.0119744,0.11326
0.841733,0.0118333,0.111964
0.8496,0.0116935,0.110679
0.857467,0.0115551,0.109408
0.865333,0.0114181,0.108148
0.8732,0.0112825,0.106902
0.881067,0.0111482,0.105668
0.888933,0.0110154,0.104446
0.8968,0.010884,0.103237
0.904667,0.0107539,0.10204
0.912533,0.0106253,0.100856
0.9204,0.010498,0.099685
0.928267,0.0103722,0.0985259
0.936133,0.0102477,0.0973793
0.944,0.0101246,0.0962451
0.951867,0.0100028,0.0951233
0.959733,0.00988244,0.0940138
0.9676,0.00976343,0.0929166
0.975467,0.00964578,0.0918316
0.983333,0.00952948,0.0907589
0.9912,0.00941452,0.0896982
0.999067,0.0093009,0.0886497
1.00693,0.00918861,0.0876131
1.0148,0.00907765,0.0865885
1.02267,0.008968,0.0855758
1.03053,0.00885966,0.0845748
1.0384,0.00875261,0.0835856
1.04627,0.00864686,0.0826081
1.05413,0.00854239,0.0816422
1.062,0.00843919,0.0806877
1.06987,0.00833726,0.0797447
1.07773,0.00823658,0.0788131
1.0856,0.00813714,0.0778926
1.09347,0.00803894,0.0769834
1.10133,0.00794196,0.0760852
1.1092,0.00784619,0.0751981
1.11707,0.00775163,0.0743218
1.12493,0.00765827,0.0734564
1.1328,0.00756608,0.0726017
1.14067,0.00747507,0.0717576
1.14853,0.00738523,0.070924
1.1564,0.00729653,0.0701009
1.16427,0.00720897,0.0692881
1.17213,0.00712254,0.0684856
1.18,0.00703723,0.0676932
