phi,dN/dphi
-0.08,0.0394043
-0.075,0.0394597
-0.07,0.039512
-0.065,0.039561
-0.06,0.0396066
-0.055,0.0396489
-0.05,0.0396877
-0.045,0.039723
-0.04,0.0397548
-0.035,0.039783
-0.03,0.0398075
-0.025,0.0398283
-0.02,0.0398454
-0.015,0.0398587
-0.01,0.0398682
-0.005,0.0398739
-2.95423e-15,0.0398758
0.005,0.0398739
0.01,0.0398682
0.015,0.0398587
0.02,0.0398454
0.025,0.0398283
0.03,0.0398075
0.035,0.039783
0.04,0.0397548
0.045,0.039723
0.05,0.0396877
0.055,0.0396489
0.06,0.0396066
0.065,0.039561
0.07,0.039512
0.075,0.0394597
0.08,0.0394043
0.085,0.0393457
0.09,0.0392841
0.095,0.0392195
0.1,0.039152
0.105,0.0390816
0.11,0.0390084
0.115,0.0389325
0.12,0.0388539
0.125,0.0387727
0.13,0.038689
0.135,0.0386028
0.14,0.0385142
0.145,0.0384233
0.15,0.03833
0.155,0.0382345
0.16,0.0381369
0.165,0.0380371
0.17,0.0379353
0.175,0.0378315
0.18,0.0377257
0.185,0.037618
0.19,0.0375084
0.195,0.037397
0.2,0.0372839
0.205,0.0371691
0.21,0.0370526
0.215,0.0369345
0.22,0.0368149
0.225,0.0366937
0.23,0.036571
0.235,0.036447
0.24,0.0363215
0.245,0.0361947
0.25,0.0360665
0.255,0.0359371
0.26,0.0358065
0.265,0.0356747
0.27,0.0355418
0.275,0.0354077
0.28,0.0352726
0.285,0.0351364
0.29,0.0349993
0.295,0.0348611
0.3,0.0347221
0.305,0.0345821
0.31,0.0344413
0.315,0.0342997
0.32,0.0341573
0.325,0.0340141
0.33,0.0338702
0.335,0.0337255
0.34,0.0335803
0.345,0.0334344
0.35,0.0332878
0.355,0.0331407
0.36,0.0329931
0.365,0.0328449
0.37,0.0326963
0.375,0.0325472
0.38,0.0323976
0.385,0.0322477
0.39,0.0320973
0.395,0.0319466
0.4,0.0317956
0.405,0.0316442
0.41,0.0314926
0.415,0.0313407
0.42,0.0311886
0.425,0.0310363
0.43,0.0308837
0.435,0.030731
0.44,0.0305782
0.445,0.0304253
0.45,0.0302722
0.455,0.030119
0.46,0.0299658
0.465,0.0298126
0.47,0.0296593
0.475,0.0295061
0.48,0.0293528
0.485,0.0291996
0.49,0.0290465
0.495,0.0288934
0.5,0.0287404
0.505,0.0285875
0.51,0.0284347
0.515,0.0282821
0.52,0.0281296
0.525,0.0279773
0.53,0.0278252
0.535,0.0276733
0.54,0.0275216
0.545,0.0273702
0.55,0.027219
0.555,0.027068
0.56,0.0269174
0.565,0.026767
0.57,0.0266169
0.575,0.0264671
0.58,0.0263177
0.585,0.0261686
0.59,0.0260198
0.595,0.0258714
0.6,0.0257234
0.605,0.0255757
0.61,0.0254285
0.615,0.0252817
0.62,0.0251352
0.625,0.0249892
0.63,0.0248437
0.635,0.0246985
0.64,0.0245539
0.645,0.0244096
0.65,0.0242659
0.655,0.0241226
0.66,0.0239799
0.665,0.0238376
0.67,0.0236958
0.675,0.0235545
0.68,0.0234138
0.685,0.0232735
0.69,0.0231338
0.695,0.0229947
0.7,0.0228561
0.705,0.022718
0.71,0.0225805
0.715,0.0224435
0.72,0.0223071
0.725,0.0221713
0.73,0.0220361
0.735,0.0219014
0.74,0.0217674
0.745,0.0216339
0.75,0.021501
0.755,0.0213688
0.76,0.0212371
0.765,0.021106
0.77,0.0209756
0.775,0.0208457
0.78,0.0207165
0.785,0.0205879
0.79,0.0204599
0.795,0.0203326
0.8,0.0202059
0.805,0.0200798
0.81,0.0199543
0.815,0.0198295
0.82,0.0197053
0.825,0.0195818
0.83,0.0194589
0.835,0.0193367
0.84,0.0192151
0.845,0.0190941
0.85,0.0189738
0.855,0.0188542
0.86,0.0187352
0.865,0.0186169
0.87,0.0184992
0.875,0.0183821
0.88,0.0182658
0.885,0.01815
0.89,0.018035
0.895,0.0179206
0.9,0.0178068
0.905,0.0176937
0.91,0.0175813
0.915,0.0174695
0.92,0.0173584
0.925,0.0172479
0.93,0.0171381
0.935,0.0170289
0.94,0.0169204
0.945,0.0168125
0.95,0.0167053
0.955,0.0165988
0.96,0.0164929
0.965,0.0163876
0.97,0.016283
0.975,0.0161791
0.98,0.0160758
0.985,0.0159731
0.99,0.0158711
0.995,0.0157698
1,0.015669
1.005,0.015569
1.01,0.0154695
1.015,0.0153707
1.02,0.0152725
1.025,0.015175
1.03,0.0150781
1.035,0.0149818
1.04,0.0148862
1.045,0.0147911
1.05,0.0146968
1.055,0.014603
1.06,0.0145098
1.065,0.0144173
1.07,0.0143254
1.075,0.0142341
1.08,0.0141434
1.085,0.0140533
1.09,0.0139638
1.095,0.013875
1.1,0.0137867
1.105,0.013699
1.11,0.013612
1.115,0.0135255
1.12,0.0134396
1.125,0.0133544
1.13,0.0132697
1.135,0.0131855
1.14,0.013102
1.145,0.0130191
1.15,0.0129367
1.155,0.0128549
1.16,0.0127737
1.165,0.012693
1.17,0.0126129
1.175,0.0125334
1.18,0.0124545
